id,time,city,job,number_employees,major,level
7755,1687329686000,Hà Nội,DevOps Engineer,3,Công nghệ thông tin,fresher
7756,1711816729000,Đà Nẵng,Data Scientist,2,Công nghệ thông tin,senior
7757,1691241025000,Đà Nẵng,Java Developer,3,Công nghệ thông tin,senior
7758,1673950830000,Hà Nội,DevOps Engineer,2,Công nghệ thông tin,fresher
7759,1682160510000,Đà Nẵng,DevOps Engineer,2,Công nghệ thông tin,senior
7760,1708006936000,Hồ Chí Minh,Backend Developer,2,Công nghệ thông tin,senior
7761,1706665693000,Hà Nội,NodeJs,2,Công nghệ thông tin,senior
7762,1710241457000,Đà Nẵng,Backend Developer,2,Công nghệ thông tin,middle
7763,1708720377000,Hồ Chí Minh,Python Developer,1,Công nghệ thông tin,fresher
7764,1710212197000,Hồ Chí Minh,Data Scientist,2,Công nghệ thông tin,senior
7765,1675868377000,Hồ Chí Minh,NodeJs,3,Công nghệ thông tin,middle
7766,1693374869000,Đà Nẵng,Data Scientist,1,Công nghệ thông tin,middle
7767,1700466648000,Hà Nội,Backend Developer,3,Công nghệ thông tin,junior
7768,1712989736000,Đà Nẵng,Python Developer,2,Công nghệ thông tin,middle
7769,1699490678000,Hà Nội,DevOps Engineer,3,Công nghệ thông tin,fresher
7770,1674557523000,Hồ Chí Minh,Java Developer,3,Công nghệ thông tin,junior
7771,1679239177000,Đà Nẵng,NodeJs,1,Công nghệ thông tin,senior
7772,1701758973000,Đà Nẵng,DevOps Engineer,3,Công nghệ thông tin,senior
7773,1688039291000,Hồ Chí Minh,ReactJs,1,Công nghệ thông tin,senior
7774,1691406988000,Đà Nẵng,Python Developer,1,Công nghệ thông tin,intern
7775,1701705627000,Đà Nẵng,ReactJs,2,Công nghệ thông tin,middle
7776,1676001777000,Hồ Chí Minh,Java Developer,3,Công nghệ thông tin,junior
7777,1696991842000,Hà Nội,Python Developer,3,Công nghệ thông tin,middle
7778,1707422073000,Hà Nội,ReactJs,1,Công nghệ thông tin,junior
7779,1706544081000,Hà Nội,Python Developer,1,Công nghệ thông tin,fresher
7780,1688245689000,Hà Nội,Python Developer,2,Công nghệ thông tin,senior
7781,1697673356000,Hà Nội,Data Scientist,2,Công nghệ thông tin,fresher
7782,1716708818000,Hồ Chí Minh,Python Developer,1,Công nghệ thông tin,senior
7783,1711971990000,Hà Nội,Python Developer,1,Công nghệ thông tin,junior
7784,1710896171000,Hồ Chí Minh,Java Developer,2,Công nghệ thông tin,intern
7785,1712189051000,Hà Nội,Python Developer,3,Công nghệ thông tin,middle
7786,1679050785000,Hồ Chí Minh,Data Scientist,1,Công nghệ thông tin,fresher
7787,1709247992000,Hồ Chí Minh,Java Developer,1,Công nghệ thông tin,middle
7788,1694309028000,Đà Nẵng,Backend Developer,1,Công nghệ thông tin,senior
7789,1705821242000,Hồ Chí Minh,Frontend Developer,3,Công nghệ thông tin,junior
7790,1712053492000,Đà Nẵng,Backend Developer,3,Công nghệ thông tin,fresher
7791,1712498307000,Hà Nội,NodeJs,1,Công nghệ thông tin,junior
7792,1677935578000,Đà Nẵng,Python Developer,2,Công nghệ thông tin,middle
7793,1677596972000,Hồ Chí Minh,NodeJs,2,Công nghệ thông tin,junior
7794,1677102686000,Đà Nẵng,Frontend Developer,3,Công nghệ thông tin,fresher
7795,1682234843000,Hồ Chí Minh,Frontend Developer,1,Công nghệ thông tin,middle
7796,1696878298000,Hà Nội,Java Developer,1,Công nghệ thông tin,middle
7797,1702563219000,Hồ Chí Minh,NodeJs,3,Công nghệ thông tin,senior
7798,1701878897000,Đà Nẵng,Data Scientist,1,Công nghệ thông tin,intern
7799,1673784888000,Hà Nội,ReactJs,1,Công nghệ thông tin,middle
7800,1676671940000,Hồ Chí Minh,NodeJs,1,Công nghệ thông tin,senior
7801,1687376081000,Hà Nội,NodeJs,1,Công nghệ thông tin,fresher
7802,1714240890000,Hà Nội,NodeJs,3,Công nghệ thông tin,senior
7803,1701310925000,Hồ Chí Minh,Java Developer,2,Công nghệ thông tin,junior
7804,1685446901000,Hà Nội,Python Developer,1,Công nghệ thông tin,intern
7805,1708282195000,Hồ Chí Minh,Backend Developer,2,Công nghệ thông tin,intern
7806,1714784447000,Hà Nội,DevOps Engineer,2,Công nghệ thông tin,junior
7807,1680480509000,Đà Nẵng,DevOps Engineer,1,Công nghệ thông tin,junior
7808,1699429345000,Hà Nội,ReactJs,2,Công nghệ thông tin,junior
7809,1679536033000,Đà Nẵng,NodeJs,1,Công nghệ thông tin,junior
7810,1672579997000,Hồ Chí Minh,Java Developer,1,Công nghệ thông tin,intern
7811,1689727517000,Hồ Chí Minh,ReactJs,2,Công nghệ thông tin,senior
7812,1703519300000,Hồ Chí Minh,Backend Developer,3,Công nghệ thông tin,intern
7813,1700251079000,Hà Nội,DevOps Engineer,2,Công nghệ thông tin,middle
7814,1701433923000,Hồ Chí Minh,Data Scientist,3,Công nghệ thông tin,middle
7815,1717159813000,Đà Nẵng,Data Scientist,3,Công nghệ thông tin,senior
7816,1673820075000,Đà Nẵng,DevOps Engineer,3,Công nghệ thông tin,fresher
7817,1700817868000,Đà Nẵng,Data Scientist,1,Công nghệ thông tin,senior
7818,1679607908000,Hà Nội,Frontend Developer,1,Công nghệ thông tin,fresher
7819,1682888452000,Đà Nẵng,NodeJs,2,Công nghệ thông tin,senior
7820,1676222983000,Hồ Chí Minh,NodeJs,2,Công nghệ thông tin,intern
7821,1702379189000,Hồ Chí Minh,Frontend Developer,2,Công nghệ thông tin,middle
7822,1693348468000,Đà Nẵng,Data Scientist,3,Công nghệ thông tin,junior
7823,1691224992000,Hồ Chí Minh,Java Developer,2,Công nghệ thông tin,middle
7824,1716250159000,Đà Nẵng,Java Developer,1,Công nghệ thông tin,senior
7825,1709648041000,Hồ Chí Minh,NodeJs,2,Công nghệ thông tin,fresher
7826,1681715683000,Đà Nẵng,Backend Developer,2,Công nghệ thông tin,fresher
7827,1676870194000,Hồ Chí Minh,Frontend Developer,2,Công nghệ thông tin,middle
7828,1699017698000,Hồ Chí Minh,NodeJs,3,Công nghệ thông tin,senior
7829,1673315347000,Hà Nội,Data Scientist,3,Công nghệ thông tin,middle
7830,1680161695000,Đà Nẵng,NodeJs,2,Công nghệ thông tin,fresher
7831,1679956166000,Hồ Chí Minh,Frontend Developer,1,Công nghệ thông tin,middle
7832,1688113976000,Hồ Chí Minh,DevOps Engineer,2,Công nghệ thông tin,intern
7833,1716758930000,Đà Nẵng,NodeJs,1,Công nghệ thông tin,junior
7834,1679833274000,Hà Nội,Frontend Developer,1,Công nghệ thông tin,fresher
7835,1704553688000,Hà Nội,Backend Developer,2,Công nghệ thông tin,senior
7836,1682682377000,Hồ Chí Minh,DevOps Engineer,2,Công nghệ thông tin,senior
7837,1704924931000,Hà Nội,Java Developer,2,Công nghệ thông tin,junior
7838,1716655981000,Đà Nẵng,Python Developer,2,Công nghệ thông tin,senior
7839,1714609555000,Hà Nội,ReactJs,1,Công nghệ thông tin,fresher
7840,1682278591000,Hồ Chí Minh,NodeJs,2,Công nghệ thông tin,intern
7841,1690740930000,Đà Nẵng,NodeJs,1,Công nghệ thông tin,intern
7842,1699319824000,Đà Nẵng,DevOps Engineer,3,Công nghệ thông tin,fresher
7843,1704737545000,Đà Nẵng,DevOps Engineer,3,Công nghệ thông tin,junior
7844,1687887851000,Hồ Chí Minh,Data Scientist,3,Công nghệ thông tin,middle
7845,1707479231000,Hà Nội,Java Developer,3,Công nghệ thông tin,senior
7846,1714056716000,Hà Nội,ReactJs,1,Công nghệ thông tin,senior
7847,1699481405000,Hà Nội,NodeJs,1,Công nghệ thông tin,junior
7848,1705954075000,Hà Nội,DevOps Engineer,1,Công nghệ thông tin,senior
7849,1681571436000,Đà Nẵng,Python Developer,3,Công nghệ thông tin,junior
7850,1674873655000,Đà Nẵng,ReactJs,1,Công nghệ thông tin,intern
7851,1709749588000,Đà Nẵng,Backend Developer,2,Công nghệ thông tin,junior
7852,1690901833000,Hồ Chí Minh,Python Developer,2,Công nghệ thông tin,fresher
7853,1701230990000,Hồ Chí Minh,Python Developer,1,Công nghệ thông tin,fresher
7854,1676850323000,Hà Nội,Frontend Developer,2,Công nghệ thông tin,junior
7855,1705060064000,Hồ Chí Minh,DevOps Engineer,1,Công nghệ thông tin,junior
7856,1675836433000,Hồ Chí Minh,DevOps Engineer,2,Công nghệ thông tin,intern
7857,1707172907000,Hồ Chí Minh,Java Developer,1,Công nghệ thông tin,junior
7858,1682030432000,Đà Nẵng,Frontend Developer,3,Công nghệ thông tin,fresher
7859,1701008892000,Hà Nội,NodeJs,2,Công nghệ thông tin,fresher
7860,1673880219000,Đà Nẵng,Data Scientist,2,Công nghệ thông tin,intern
7861,1684024686000,Đà Nẵng,NodeJs,3,Công nghệ thông tin,senior
7862,1708045359000,Hồ Chí Minh,DevOps Engineer,2,Công nghệ thông tin,senior
7863,1692511790000,Hồ Chí Minh,DevOps Engineer,2,Công nghệ thông tin,middle
7864,1710263985000,Hà Nội,Backend Developer,2,Công nghệ thông tin,middle
7865,1708901321000,Hồ Chí Minh,Data Scientist,2,Công nghệ thông tin,senior
7866,1716525675000,Đà Nẵng,Data Scientist,1,Công nghệ thông tin,junior
7867,1689284400000,Hà Nội,ReactJs,2,Công nghệ thông tin,middle
7868,1679397914000,Đà Nẵng,NodeJs,2,Công nghệ thông tin,intern
7869,1709188324000,Hà Nội,Java Developer,1,Công nghệ thông tin,intern
7870,1682580094000,Hà Nội,Frontend Developer,2,Công nghệ thông tin,fresher
7871,1699688728000,Đà Nẵng,NodeJs,1,Công nghệ thông tin,intern
7872,1686652155000,Đà Nẵng,Backend Developer,2,Công nghệ thông tin,intern
7873,1716633613000,Hà Nội,Frontend Developer,1,Công nghệ thông tin,middle
7874,1680840106000,Hồ Chí Minh,Frontend Developer,1,Công nghệ thông tin,fresher
7875,1695305427000,Đà Nẵng,Data Scientist,3,Công nghệ thông tin,middle
7876,1701975199000,Hà Nội,NodeJs,2,Công nghệ thông tin,intern
7877,1711432447000,Đà Nẵng,Data Scientist,2,Công nghệ thông tin,intern
7878,1684576289000,Hồ Chí Minh,Frontend Developer,3,Công nghệ thông tin,middle
7879,1703571078000,Hồ Chí Minh,Data Scientist,3,Công nghệ thông tin,fresher
7880,1710611701000,Hồ Chí Minh,DevOps Engineer,1,Công nghệ thông tin,senior
7881,1680210352000,Đà Nẵng,ReactJs,3,Công nghệ thông tin,junior
7882,1712956938000,Hồ Chí Minh,Java Developer,1,Công nghệ thông tin,junior
7883,1702185817000,Đà Nẵng,Data Scientist,2,Công nghệ thông tin,fresher
7884,1697325562000,Hồ Chí Minh,Backend Developer,2,Công nghệ thông tin,senior
7885,1685351542000,Đà Nẵng,ReactJs,3,Công nghệ thông tin,intern
7886,1695109524000,Đà Nẵng,DevOps Engineer,3,Công nghệ thông tin,junior
7887,1701741665000,Hồ Chí Minh,Backend Developer,2,Công nghệ thông tin,fresher
7888,1706798673000,Hà Nội,Python Developer,2,Công nghệ thông tin,senior
7889,1678724034000,Hồ Chí Minh,DevOps Engineer,3,Công nghệ thông tin,junior
7890,1709096158000,Đà Nẵng,Frontend Developer,1,Công nghệ thông tin,senior
7891,1713666839000,Hồ Chí Minh,Backend Developer,3,Công nghệ thông tin,senior
7892,1673339410000,Hà Nội,Java Developer,3,Công nghệ thông tin,junior
7893,1705390285000,Đà Nẵng,Java Developer,2,Công nghệ thông tin,junior
7894,1703678611000,Hà Nội,ReactJs,2,Công nghệ thông tin,senior
7895,1707949803000,Đà Nẵng,Python Developer,3,Công nghệ thông tin,senior
7896,1686403011000,Đà Nẵng,Python Developer,2,Công nghệ thông tin,senior
7897,1716629433000,Hà Nội,Data Scientist,2,Công nghệ thông tin,middle
7898,1685973050000,Hồ Chí Minh,NodeJs,3,Công nghệ thông tin,fresher
7899,1688214428000,Hồ Chí Minh,Python Developer,2,Công nghệ thông tin,intern
7900,1689401446000,Hà Nội,ReactJs,3,Công nghệ thông tin,junior
7901,1696687749000,Hồ Chí Minh,Python Developer,2,Công nghệ thông tin,junior
7902,1694571005000,Đà Nẵng,Frontend Developer,1,Công nghệ thông tin,senior
7903,1711029677000,Đà Nẵng,NodeJs,1,Công nghệ thông tin,fresher
7904,1675105408000,Đà Nẵng,Backend Developer,3,Công nghệ thông tin,senior
7905,1687608193000,Hồ Chí Minh,Java Developer,1,Công nghệ thông tin,senior
7906,1685501584000,Hà Nội,NodeJs,1,Công nghệ thông tin,intern
7907,1695810843000,Đà Nẵng,DevOps Engineer,3,Công nghệ thông tin,middle
7908,1677172548000,Hồ Chí Minh,Java Developer,3,Công nghệ thông tin,junior
7909,1691272297000,Đà Nẵng,DevOps Engineer,1,Công nghệ thông tin,fresher
7910,1700451364000,Hồ Chí Minh,DevOps Engineer,1,Công nghệ thông tin,middle
7911,1680453506000,Hồ Chí Minh,Data Scientist,3,Công nghệ thông tin,intern
7912,1695490825000,Đà Nẵng,Backend Developer,2,Công nghệ thông tin,junior
7913,1714663876000,Hồ Chí Minh,Backend Developer,2,Công nghệ thông tin,fresher
7914,1714733204000,Đà Nẵng,Python Developer,2,Công nghệ thông tin,senior
7915,1687033041000,Hồ Chí Minh,ReactJs,1,Công nghệ thông tin,junior
7916,1710146279000,Đà Nẵng,Frontend Developer,3,Công nghệ thông tin,intern
7917,1694379697000,Hồ Chí Minh,Python Developer,2,Công nghệ thông tin,fresher
7918,1683916378000,Đà Nẵng,Python Developer,3,Công nghệ thông tin,fresher
7919,1690539541000,Đà Nẵng,Frontend Developer,3,Công nghệ thông tin,fresher
7920,1706670317000,Hà Nội,DevOps Engineer,2,Công nghệ thông tin,senior
7921,1701821724000,Đà Nẵng,Frontend Developer,3,Công nghệ thông tin,fresher
7922,1710843670000,Hà Nội,Frontend Developer,1,Công nghệ thông tin,intern
7923,1693506930000,Hà Nội,Frontend Developer,1,Công nghệ thông tin,junior
7924,1680194524000,Đà Nẵng,DevOps Engineer,1,Công nghệ thông tin,middle
7925,1676455585000,Hồ Chí Minh,Backend Developer,2,Công nghệ thông tin,junior
7926,1710288089000,Đà Nẵng,Frontend Developer,1,Công nghệ thông tin,middle
7927,1700845877000,Hồ Chí Minh,Frontend Developer,3,Công nghệ thông tin,senior
7928,1680840159000,Hồ Chí Minh,DevOps Engineer,2,Công nghệ thông tin,middle
7929,1715938562000,Hà Nội,Python Developer,3,Công nghệ thông tin,middle
7930,1689905485000,Đà Nẵng,ReactJs,3,Công nghệ thông tin,fresher
7931,1710011947000,Đà Nẵng,DevOps Engineer,2,Công nghệ thông tin,junior
7932,1694178811000,Hà Nội,Java Developer,2,Công nghệ thông tin,senior
7933,1687638421000,Đà Nẵng,Backend Developer,1,Công nghệ thông tin,intern
7934,1702258677000,Đà Nẵng,Data Scientist,3,Công nghệ thông tin,intern
7935,1690057685000,Hồ Chí Minh,Backend Developer,2,Công nghệ thông tin,fresher
7936,1697738287000,Đà Nẵng,ReactJs,3,Công nghệ thông tin,intern
7937,1710204859000,Hà Nội,Frontend Developer,3,Công nghệ thông tin,intern
7938,1716749379000,Đà Nẵng,NodeJs,1,Công nghệ thông tin,senior
7939,1689781730000,Hà Nội,ReactJs,3,Công nghệ thông tin,junior
7940,1702019567000,Hồ Chí Minh,Python Developer,2,Công nghệ thông tin,middle
7941,1701781700000,Hồ Chí Minh,DevOps Engineer,3,Công nghệ thông tin,fresher
7942,1678546619000,Hồ Chí Minh,Python Developer,2,Công nghệ thông tin,fresher
7943,1681008707000,Hồ Chí Minh,ReactJs,2,Công nghệ thông tin,junior
7944,1707412460000,Đà Nẵng,Backend Developer,3,Công nghệ thông tin,intern
7945,1714874448000,Đà Nẵng,ReactJs,1,Công nghệ thông tin,senior
7946,1714692675000,Hà Nội,DevOps Engineer,1,Công nghệ thông tin,junior
7947,1707644151000,Đà Nẵng,DevOps Engineer,1,Công nghệ thông tin,fresher
7948,1705359213000,Đà Nẵng,Data Scientist,3,Công nghệ thông tin,junior
7949,1675030066000,Hồ Chí Minh,Python Developer,2,Công nghệ thông tin,middle
7950,1693691107000,Hà Nội,Java Developer,3,Công nghệ thông tin,intern
7951,1685637985000,Đà Nẵng,NodeJs,2,Công nghệ thông tin,middle
7952,1711232819000,Hồ Chí Minh,Java Developer,2,Công nghệ thông tin,junior
7953,1716534891000,Đà Nẵng,Python Developer,1,Công nghệ thông tin,junior
7954,1684979458000,Hà Nội,Backend Developer,2,Công nghệ thông tin,intern
7955,1716949095000,Hà Nội,ReactJs,2,Công nghệ thông tin,middle
7956,1682001921000,Hồ Chí Minh,ReactJs,2,Công nghệ thông tin,fresher
7957,1689228300000,Đà Nẵng,Python Developer,2,Công nghệ thông tin,fresher
7958,1692322763000,Đà Nẵng,Frontend Developer,3,Công nghệ thông tin,middle
7959,1703646401000,Hồ Chí Minh,DevOps Engineer,1,Công nghệ thông tin,fresher
7960,1680770960000,Đà Nẵng,Python Developer,2,Công nghệ thông tin,senior
7961,1711272138000,Hồ Chí Minh,Java Developer,1,Công nghệ thông tin,junior
7962,1700601454000,Hồ Chí Minh,Frontend Developer,1,Công nghệ thông tin,fresher
7963,1715342462000,Hồ Chí Minh,NodeJs,2,Công nghệ thông tin,fresher
7964,1700995964000,Hà Nội,DevOps Engineer,1,Công nghệ thông tin,senior
7965,1689696701000,Hồ Chí Minh,ReactJs,2,Công nghệ thông tin,middle
7966,1709461640000,Hồ Chí Minh,Backend Developer,3,Công nghệ thông tin,senior
7967,1705310205000,Hồ Chí Minh,Backend Developer,3,Công nghệ thông tin,senior
7968,1679631811000,Hồ Chí Minh,Data Scientist,1,Công nghệ thông tin,junior
7969,1713952718000,Hồ Chí Minh,Java Developer,3,Công nghệ thông tin,senior
7970,1693915097000,Hà Nội,Backend Developer,2,Công nghệ thông tin,intern
7971,1677958329000,Hà Nội,Java Developer,3,Công nghệ thông tin,junior
7972,1693159620000,Đà Nẵng,ReactJs,3,Công nghệ thông tin,senior
7973,1704166142000,Đà Nẵng,ReactJs,3,Công nghệ thông tin,intern
7974,1707939297000,Đà Nẵng,NodeJs,2,Công nghệ thông tin,intern
7975,1713325743000,Đà Nẵng,ReactJs,2,Công nghệ thông tin,fresher
7976,1679494399000,Đà Nẵng,Java Developer,2,Công nghệ thông tin,middle
7977,1696675582000,Hồ Chí Minh,DevOps Engineer,3,Công nghệ thông tin,intern
7978,1673469353000,Đà Nẵng,DevOps Engineer,1,Công nghệ thông tin,junior
7979,1682480834000,Đà Nẵng,ReactJs,1,Công nghệ thông tin,junior
7980,1697804089000,Hà Nội,ReactJs,2,Công nghệ thông tin,junior
7981,1679672990000,Hà Nội,Java Developer,2,Công nghệ thông tin,middle
7982,1678091393000,Hồ Chí Minh,Frontend Developer,1,Công nghệ thông tin,senior
7983,1694423515000,Đà Nẵng,NodeJs,2,Công nghệ thông tin,fresher
7984,1698039788000,Đà Nẵng,NodeJs,1,Công nghệ thông tin,intern
7985,1717095436000,Đà Nẵng,ReactJs,3,Công nghệ thông tin,fresher
7986,1715520910000,Hà Nội,Backend Developer,1,Công nghệ thông tin,middle
7987,1686751484000,Đà Nẵng,Backend Developer,2,Công nghệ thông tin,junior
7988,1687902782000,Hồ Chí Minh,ReactJs,1,Công nghệ thông tin,middle
7989,1704034737000,Hà Nội,Java Developer,2,Công nghệ thông tin,intern
7990,1674439093000,Hồ Chí Minh,Frontend Developer,3,Công nghệ thông tin,fresher
7991,1708956648000,Hồ Chí Minh,Frontend Developer,3,Công nghệ thông tin,intern
7992,1690525355000,Đà Nẵng,Java Developer,2,Công nghệ thông tin,senior
7993,1684120830000,Đà Nẵng,Data Scientist,2,Công nghệ thông tin,junior
7994,1694624272000,Đà Nẵng,Java Developer,3,Công nghệ thông tin,middle
7995,1707567958000,Đà Nẵng,Data Scientist,3,Công nghệ thông tin,junior
7996,1675649166000,Đà Nẵng,Frontend Developer,2,Công nghệ thông tin,middle
7997,1699705952000,Đà Nẵng,DevOps Engineer,1,Công nghệ thông tin,fresher
7998,1698290359000,Hà Nội,Frontend Developer,1,Công nghệ thông tin,intern
7999,1715184505000,Hồ Chí Minh,Java Developer,2,Công nghệ thông tin,senior
8000,1682360889000,Đà Nẵng,Frontend Developer,3,Công nghệ thông tin,middle
8001,1689678371000,Hà Nội,DevOps Engineer,1,Công nghệ thông tin,senior
8002,1715795668000,Hồ Chí Minh,DevOps Engineer,2,Công nghệ thông tin,fresher
8003,1683886963000,Hồ Chí Minh,Python Developer,1,Công nghệ thông tin,intern
8004,1679067029000,Hồ Chí Minh,Java Developer,1,Công nghệ thông tin,senior
8005,1703198353000,Hồ Chí Minh,NodeJs,1,Công nghệ thông tin,senior
8006,1685861453000,Hồ Chí Minh,ReactJs,2,Công nghệ thông tin,intern
8007,1693706992000,Đà Nẵng,Data Scientist,1,Công nghệ thông tin,intern
8008,1701628409000,Hà Nội,ReactJs,3,Công nghệ thông tin,intern
8009,1700741344000,Đà Nẵng,NodeJs,3,Công nghệ thông tin,intern
8010,1672889592000,Hà Nội,Backend Developer,1,Công nghệ thông tin,middle
8011,1716782727000,Hà Nội,NodeJs,3,Công nghệ thông tin,fresher
8012,1702862032000,Đà Nẵng,NodeJs,2,Công nghệ thông tin,intern
8013,1682344149000,Hà Nội,Data Scientist,2,Công nghệ thông tin,fresher
8014,1698322822000,Đà Nẵng,Python Developer,1,Công nghệ thông tin,fresher
8015,1691899676000,Hồ Chí Minh,Java Developer,1,Công nghệ thông tin,fresher
8016,1713883534000,Đà Nẵng,Backend Developer,3,Công nghệ thông tin,senior
8017,1684337763000,Hồ Chí Minh,Java Developer,3,Công nghệ thông tin,junior
8018,1712238562000,Hà Nội,Data Scientist,1,Công nghệ thông tin,senior
8019,1712841514000,Hà Nội,Data Scientist,3,Công nghệ thông tin,senior
8020,1686656819000,Hà Nội,Data Scientist,2,Công nghệ thông tin,fresher
8021,1681817776000,Hà Nội,Python Developer,3,Công nghệ thông tin,middle
8022,1695418910000,Hà Nội,Python Developer,3,Công nghệ thông tin,senior
8023,1680381933000,Hồ Chí Minh,Java Developer,2,Công nghệ thông tin,middle
8024,1699942149000,Hồ Chí Minh,Backend Developer,1,Công nghệ thông tin,intern
8025,1696314518000,Hồ Chí Minh,Frontend Developer,2,Công nghệ thông tin,junior
8026,1677774355000,Đà Nẵng,Backend Developer,3,Công nghệ thông tin,fresher
8027,1677579919000,Hà Nội,Python Developer,3,Công nghệ thông tin,junior
8028,1689858598000,Hà Nội,DevOps Engineer,2,Công nghệ thông tin,senior
8029,1677883308000,Hồ Chí Minh,DevOps Engineer,1,Công nghệ thông tin,junior
8030,1707677738000,Đà Nẵng,DevOps Engineer,3,Công nghệ thông tin,intern
8031,1701331530000,Hà Nội,Backend Developer,2,Công nghệ thông tin,senior
8032,1680243176000,Đà Nẵng,NodeJs,2,Công nghệ thông tin,fresher
8033,1701358222000,Hà Nội,NodeJs,3,Công nghệ thông tin,middle
8034,1688426603000,Đà Nẵng,Java Developer,3,Công nghệ thông tin,intern
8035,1680749931000,Hồ Chí Minh,Backend Developer,2,Công nghệ thông tin,junior
8036,1707039444000,Hà Nội,Java Developer,1,Công nghệ thông tin,senior
8037,1697801351000,Đà Nẵng,Data Scientist,1,Công nghệ thông tin,fresher
8038,1706270509000,Hồ Chí Minh,ReactJs,3,Công nghệ thông tin,intern
8039,1688313037000,Đà Nẵng,Python Developer,3,Công nghệ thông tin,senior
8040,1715534191000,Hà Nội,Python Developer,2,Công nghệ thông tin,senior
8041,1700101008000,Hồ Chí Minh,Frontend Developer,2,Công nghệ thông tin,middle
8042,1680960671000,Đà Nẵng,Java Developer,3,Công nghệ thông tin,intern
8043,1686770253000,Hồ Chí Minh,ReactJs,1,Công nghệ thông tin,fresher
8044,1706298976000,Hồ Chí Minh,NodeJs,3,Công nghệ thông tin,junior
8045,1708498521000,Hà Nội,DevOps Engineer,2,Công nghệ thông tin,fresher
8046,1685969898000,Hồ Chí Minh,Backend Developer,2,Công nghệ thông tin,senior
8047,1689144500000,Hà Nội,NodeJs,1,Công nghệ thông tin,intern
8048,1706139522000,Hồ Chí Minh,Java Developer,1,Công nghệ thông tin,intern
8049,1692029412000,Hồ Chí Minh,ReactJs,3,Công nghệ thông tin,intern
8050,1683132403000,Hồ Chí Minh,NodeJs,2,Công nghệ thông tin,senior
8051,1698670653000,Đà Nẵng,Data Scientist,3,Công nghệ thông tin,intern
8052,1681343358000,Đà Nẵng,Java Developer,3,Công nghệ thông tin,fresher
8053,1710444257000,Hồ Chí Minh,NodeJs,1,Công nghệ thông tin,middle
8054,1716290575000,Hà Nội,Data Scientist,2,Công nghệ thông tin,intern
8055,1676815103000,Hà Nội,Frontend Developer,2,Công nghệ thông tin,intern
8056,1695344639000,Hồ Chí Minh,DevOps Engineer,3,Công nghệ thông tin,intern
8057,1701438988000,Đà Nẵng,NodeJs,2,Công nghệ thông tin,senior
8058,1702265646000,Hồ Chí Minh,Backend Developer,3,Công nghệ thông tin,senior
8059,1689390730000,Hà Nội,Frontend Developer,3,Công nghệ thông tin,senior
8060,1709214152000,Hà Nội,Backend Developer,3,Công nghệ thông tin,senior
8061,1688686420000,Hồ Chí Minh,Data Scientist,3,Công nghệ thông tin,intern
8062,1686465515000,Hà Nội,Python Developer,2,Công nghệ thông tin,senior
8063,1686426308000,Hà Nội,Java Developer,3,Công nghệ thông tin,junior
8064,1701864632000,Hà Nội,Java Developer,3,Công nghệ thông tin,middle
8065,1715023008000,Đà Nẵng,Python Developer,2,Công nghệ thông tin,fresher
8066,1707268903000,Đà Nẵng,Backend Developer,2,Công nghệ thông tin,senior
8067,1679724315000,Đà Nẵng,Data Scientist,2,Công nghệ thông tin,intern
8068,1692618096000,Hà Nội,Data Scientist,3,Công nghệ thông tin,fresher
8069,1709410774000,Hà Nội,Data Scientist,1,Công nghệ thông tin,fresher
8070,1692171912000,Đà Nẵng,NodeJs,3,Công nghệ thông tin,middle
8071,1714090649000,Hà Nội,Frontend Developer,3,Công nghệ thông tin,senior
8072,1687731155000,Hà Nội,DevOps Engineer,2,Công nghệ thông tin,senior
8073,1689107382000,Hồ Chí Minh,DevOps Engineer,3,Công nghệ thông tin,fresher
8074,1692325536000,Hồ Chí Minh,Data Scientist,3,Công nghệ thông tin,middle
8075,1712497604000,Hồ Chí Minh,ReactJs,2,Công nghệ thông tin,intern
8076,1690618168000,Hà Nội,Frontend Developer,1,Công nghệ thông tin,senior
8077,1690135488000,Đà Nẵng,Frontend Developer,3,Công nghệ thông tin,junior
8078,1695289750000,Hồ Chí Minh,Java Developer,3,Công nghệ thông tin,middle
8079,1715797162000,Hà Nội,Data Scientist,2,Công nghệ thông tin,fresher
8080,1684634296000,Đà Nẵng,Frontend Developer,2,Công nghệ thông tin,intern
8081,1713001353000,Hồ Chí Minh,ReactJs,3,Công nghệ thông tin,senior
8082,1702572723000,Hà Nội,Data Scientist,2,Công nghệ thông tin,middle
8083,1677068817000,Hà Nội,Frontend Developer,3,Công nghệ thông tin,middle
8084,1679720196000,Đà Nẵng,Java Developer,3,Công nghệ thông tin,senior
8085,1709596940000,Hồ Chí Minh,Data Scientist,3,Công nghệ thông tin,senior
8086,1705244871000,Hà Nội,NodeJs,2,Công nghệ thông tin,middle
8087,1697260689000,Đà Nẵng,DevOps Engineer,2,Công nghệ thông tin,senior
8088,1689764170000,Hồ Chí Minh,ReactJs,1,Công nghệ thông tin,intern
8089,1693921755000,Hà Nội,DevOps Engineer,2,Công nghệ thông tin,middle
8090,1693142741000,Đà Nẵng,DevOps Engineer,2,Công nghệ thông tin,middle
8091,1699765117000,Đà Nẵng,Data Scientist,2,Công nghệ thông tin,senior
8092,1683857174000,Đà Nẵng,NodeJs,3,Công nghệ thông tin,intern
8093,1685009048000,Hà Nội,Frontend Developer,2,Công nghệ thông tin,fresher
